         FINAL PRE-CLEARING PRICES AS OF 02/10/20 06:00 PM (CST)
MTH/                 ---- DAILY ---                        PT                     -------  PRIOR  DAY  -------
STRIKE     OPEN      HIGH      LOW       LAST      SETT    CHGE     EST.VOL       SETT         VOL         INT
0CJ TEST PLATINUM
JUN20    1021.3    1021.3    1021.3    1021.3      ----    ----          10       ----
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                    10
0UL TEST EUA FUTURE
JUN20     .0025     .0025     .0025     .0025      ----    ----          10       ----
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                    10
1CE Chicago Ethanol (Platts) Calendar Spread Option -
JLY21      ----      ----      ----      ----     50.74    -.17         179      50.91         150       14743
AUG21     50.20     50.67B    50.20     50.67B    50.74    -.15         120      50.89         275        9412
SEP21      ----      ----      ----      ----     50.76    -.12         293      50.88         496       16446
OCT21      ----      ----      ----      ----     50.80    -.10           1      50.90          90        7240
NOV21      ----      ----      ----      ----     50.85    -.08           1      50.93           2        5843
DEC21     50.60     51.04B    50.41     50.91     50.92    -.05       20598      50.97       17335       92652
JAN22      ----      ----      ----      ----     50.92    -.03           5      50.95                    5670
FEB22      ----      ----      ----      ----     50.93    -.02           8      50.95                    4775
MAR22      ----      ----      ----      ----     50.96    UNCH          19      50.96          64        7068
APR22      ----      ----      ----      ----     51.00    +.02           5      50.98                    2515
MAY22      ----      ----      ----      ----     51.05    +.04           5      51.01                    2620
JUN22     50.76     51.09     50.76     51.04     51.11    +.06        7396      51.05        6679       25256
JLY22      ----      ----      ----      ----     51.12    +.08           6      51.04                    2812
AUG22      ----      ----      ----      ----     51.14    +.10           6      51.04                    2742
SEP22      ----      ----      ----      ----     51.18    +.12          10      51.06          24        2242
OCT22      ----      ----      ----      ----     51.23    +.13                  51.10                    3004
NOV22      ----      ----      ----      ----     51.30    +.14          28      51.16                    3844
DEC22     51.03     51.44     50.85     51.37B    51.38    +.15        4893      51.23        4219       41883
JAN23      ----      ----      ----      ----     51.38    +.16                  51.22                    1104
FEB23      ----      ----      ----      ----     51.39    +.17         174      51.22         800        3316
MAR23      ----      ----      ----      ----     51.41    +.18         274      51.23         800        3630
APR23      ----      ----      ----      ----     51.44    +.17                  51.27                     301
MAY23      ----      ----      ----      ----     51.50    +.17           5      51.33                       2
JUN23      ----      ----      ----      ----     51.58    +.18         159      51.40         279        6353
JLY23      ----      ----      ----      ----     51.61    +.19           5      51.42                       3
AUG23      ----      ----      ----      ----     51.64    +.20                  51.44                     325
SEP23      ----      ----      ----      ----     51.68    +.20                  51.48                     650
OCT23      ----      ----      ----      ----     51.74    +.20                  51.54                     325
NOV23      ----      ----      ----      ----     51.82    +.21                  51.61                     327
DEC23     51.25     51.69B    51.25     51.61A    51.90    +.22         454      51.68         994       16421
JAN24      ----      ----      ----      ----     51.92    +.22                  51.70                     393
FEB24      ----      ----      ----      ----     51.87    +.21                  51.66                      66
MAR24      ----      ----      ----      ----     51.93    +.21                  51.72                      66
APR24      ----      ----      ----      ----     51.97    +.21                  51.76                      66
MAY24      ----      ----      ----      ----     52.01    +.20                  51.81                      66
JUN24      ----      ----      ----      ----     52.06    +.20                  51.86                    2346
JLY24      ----      ----      ----      ----     52.07    +.20                  51.87                      66
AUG24      ----      ----      ----      ----     52.04    +.19                  51.85                      66
SEP24      ----      ----      ----      ----     52.16    +.19                  51.97                      66
OCT24      ----      ----      ----      ----     52.20    +.18                  52.02                      66
NOV24      ----      ----      ----      ----     52.24    +.18                  52.06                      66
DEC24      ----      ----      ----      ----     52.31    +.17          24      52.14         211        8342
JAN25      ----      ----      ----      ----     52.32    +.17                  52.15                      46
FEB25      ----      ----      ----      ----     52.35    +.16                  52.19                      46
MAR25      ----      ----      ----      ----     52.37    +.16                  52.21                      46
APR25      ----      ----      ----      ----     52.35    +.15                  52.20                      46
MAY25      ----      ----      ----      ----     52.39    +.15                  52.24                      46
JUN25      ----      ----      ----      ----     52.40    +.15                  52.25                      47
JLY25      ----      ----      ----      ----     52.40    +.14                  52.26                      46
AUG25      ----      ----      ----      ----     52.46    +.14                  52.32                      46
SEP25      ----      ----      ----      ----     52.47    +.13                  52.34                      46
OCT25      ----      ----      ----      ----     52.49    +.13                  52.36                      46
NOV25      ----      ----      ----      ----     52.52    +.12                  52.40                      46
DEC25      ----      ----      ----      ----     52.59    +.12           6      52.47           2        2286
JAN26      ----      ----      ----      ----     52.56    +.12                  52.44                      37
FEB26      ----      ----      ----      ----     52.55    +.12                  52.43                      37
MAR26      ----      ----      ----      ----     52.58    +.12                  52.46                      37
APR26      ----      ----      ----      ----     52.57    +.12                  52.45                      37
MAY26      ----      ----      ----      ----     52.56    +.12                  52.44                      37
JUN26      ----      ----      ----      ----     52.63    +.12                  52.51                      37
JLY26      ----      ----      ----      ----     52.62    +.12                  52.50                      37
AUG26      ----      ----      ----      ----     52.63    +.12                  52.51                      37
SEP26      ----      ----      ----      ----     52.65    +.12                  52.53                      37
OCT26      ----      ----      ----      ----     52.68    +.12                  52.56                      37
NOV26      ----      ----      ----      ----     52.72    +.12                  52.60                      37
DEC26      ----      ----      ----      ----     52.74    +.12           2      52.62           1        2260
JAN27      ----      ----      ----      ----     52.75    +.12                  52.63
FEB27      ----      ----      ----      ----     52.77    +.12                  52.65
MAR27      ----      ----      ----      ----     52.78    +.12                  52.66
APR27      ----      ----      ----      ----     52.77    +.12                  52.65
MAY27      ----      ----      ----      ----     52.79    +.12                  52.67
JUN27      ----      ----      ----      ----     52.80    +.12                  52.68
JLY27      ----      ----      ----      ----     52.81    +.12                  52.69
AUG27      ----      ----      ----      ----     52.81    +.12                  52.69
SEP27      ----      ----      ----      ----     52.82    +.12                  52.70
OCT27      ----      ----      ----      ----     52.81    +.12                  52.69
NOV27      ----      ----      ----      ----     52.80    +.12                  52.68
DEC27      ----      ----      ----      ----     52.81    +.12                  52.69                      14
JAN28      ----      ----      ----      ----     52.81    +.12                  52.69                       1
FEB28      ----      ----      ----      ----     52.81    +.12                  52.69                       2
MAR28      ----      ----      ----      ----     52.81    +.12                  52.69
APR28      ----      ----      ----      ----     52.81    +.12                  52.69
MAY28      ----      ----      ----      ----     52.81    +.12                  52.69
JUN28      ----      ----      ----      ----     52.81    +.12                  52.69
JLY28      ----      ----      ----      ----     52.81    +.12                  52.69
AUG28      ----      ----      ----      ----     52.81    +.12                  52.69
SEP28      ----      ----      ----      ----     52.81    +.12                  52.69
OCT28      ----      ----      ----      ----     52.81    +.12                  52.69
NOV28      ----      ----      ----      ----     52.81    +.12                  52.69
DEC28      ----      ----      ----      ----     52.81    +.12                  52.69
JAN29      ----      ----      ----      ----     52.81    +.12                  52.69
FEB29      ----      ----      ----      ----     52.81    +.12                  52.69
MAR29      ----      ----      ----      ----     52.81    +.12                  52.69
APR29      ----      ----      ----      ----     52.81    +.12                  52.69
MAY29      ----      ----      ----      ----     52.81    +.12                  52.69
JUN29      ----      ----      ----      ----     52.81    +.12                  52.69
JLY29      ----      ----      ----      ----     52.81    +.12                  52.69
AUG29      ----      ----      ----      ----     52.81    +.12                  52.69
SEP29      ----      ----      ----      ----     52.81    +.12                  52.69
OCT29      ----      ----      ----      ----     52.81    +.12                  52.69
NOV29      ----      ----      ----      ----     52.81    +.12                  52.69
DEC29      ----      ----      ----      ----     52.81    +.12                  52.69
JAN30      ----      ----      ----      ----     52.81    +.12                  52.69
FEB30      ----      ----      ----      ----     52.81    +.12                  52.69
MAR30      ----      ----      ----      ----     52.81    +.12                  52.69
APR30      ----      ----      ----      ----     52.81    +.12                  52.69
MAY30      ----      ----      ----      ----     52.81    +.12                  52.69
JUN30      ----      ----      ----      ----     52.81    +.12                  52.69
